,E (MeV),loc,Power,Avg. Flux
2307,0.0036,PTP,100.0,113627952400000.0
2308,0.0036,RB,85.0,43400417500000.0
2309,0.0036,RB,100.0,49679600000000.0
2310,0.0038,FT5,85.0,80318307246376.81
2311,0.0038,FT5,100.0,95077772916666.67
2312,0.0038,PTP,85.0,73042410000000.0
2313,0.0038,PTP,100.0,110387046400000.0
2314,0.0038,RB,85.0,45303297500000.0
2315,0.0038,RB,100.0,51807285000000.0
2316,0.004,FT5,85.0,81564766666666.67
2317,0.004,FT5,100.0,96740635416666.67
2318,0.004,PTP,85.0,71289900000000.0
2319,0.004,PTP,100.0,109128112000000.0
2320,0.004,RB,85.0,47353855000000.0
2321,0.004,RB,100.0,53972860000000.0
2322,0.00425,FT5,85.0,83975450000000.0
2323,0.00425,FT5,100.0,100403395833333.33
2324,0.00425,PTP,85.0,70164300000000.0
2325,0.00425,PTP,100.0,109013725200000.0
2326,0.00425,RB,85.0,49643140000000.0
2327,0.00425,RB,100.0,56318000000000.0
2328,0.0045,FT5,85.0,86562386231884.06
2329,0.0045,FT5,100.0,104339814583333.33
2330,0.0045,PTP,85.0,69099630000000.0
2331,0.0045,PTP,100.0,109067322800000.0
2332,0.0045,RB,85.0,52026597500000.0
2333,0.0045,RB,100.0,58745235000000.0
2334,0.00475,FT5,85.0,88424870289855.08
2335,0.00475,FT5,100.0,107291139583333.33
2336,0.00475,PTP,85.0,68113950000000.0
2337,0.00475,PTP,100.0,108935457200000.0
2338,0.00475,RB,85.0,53753575000000.0
2339,0.00475,RB,100.0,60446710000000.0
2340,0.005,FT5,85.0,88679656521739.12
2341,0.005,FT5,100.0,108091827083333.33
2342,0.005,PTP,85.0,67205290000000.0
2343,0.005,PTP,100.0,108245792400000.0
2344,0.005,RB,85.0,54012195000000.0
2345,0.005,RB,100.0,60549360000000.0
2346,0.00525,FT5,85.0,87881756521739.12
2347,0.00525,FT5,100.0,107472760416666.67
2348,0.00525,PTP,85.0,66361460000000.0
2349,0.00525,PTP,100.0,107194081200000.0
2350,0.00525,RB,85.0,53309517500000.0
2351,0.00525,RB,100.0,59613585000000.0
2352,0.0055,FT5,85.0,86957942028985.5
2353,0.0055,FT5,100.0,106658131250000.0
2354,0.0055,PTP,85.0,65568670000000.0
2355,0.0055,PTP,100.0,106134121600000.0
2356,0.0055,RB,85.0,52495622500000.0
2357,0.0055,RB,100.0,58564455000000.0
2358,0.00575,FT5,85.0,86087178985507.25
2359,0.00575,FT5,100.0,105887181250000.0
2360,0.00575,PTP,85.0,64820390000000.0
2361,0.00575,PTP,100.0,105132279200000.0
2362,0.00575,RB,85.0,51734152500000.0
2363,0.00575,RB,100.0,57578920000000.0
2364,0.006,FT5,85.0,85235831884057.97
2365,0.006,FT5,100.0,105133039583333.33
2366,0.006,PTP,85.0,64087050000000.0
2367,0.006,PTP,100.0,104150648000000.0
2368,0.006,RB,85.0,50987507500000.0
2369,0.006,RB,100.0,56615880000000.0
2370,0.0063,FT5,85.0,84355237681159.42
2371,0.0063,FT5,100.0,104349677083333.33
2372,0.0063,PTP,85.0,63327820000000.0
2373,0.0063,PTP,100.0,103132634000000.0
2374,0.0063,RB,85.0,50209090000000.0
2375,0.0063,RB,100.0,55625135000000.0
2376,0.0066,FT5,85.0,83487614492753.62
2377,0.0066,FT5,100.0,103549818750000.0
2378,0.0066,PTP,85.0,62634810000000.0
2379,0.0066,PTP,100.0,102175976800000.0
2380,0.0066,RB,85.0,49464562500000.0
2381,0.0066,RB,100.0,54680700000000.0
2382,0.0069,FT5,85.0,82769790579710.14
2383,0.0069,FT5,100.0,102669325000000.0
2384,0.0069,PTP,85.0,62587720000000.0
2385,0.0069,PTP,100.0,101853256800000.0
2386,0.0069,RB,85.0,49073040000000.0
2387,0.0069,RB,100.0,54137545000000.0
2388,0.0072,FT5,85.0,82250686956521.73
2389,0.0072,FT5,100.0,101556452083333.33
2390,0.0072,PTP,85.0,63725490000000.0
2391,0.0072,PTP,100.0,102666658000000.0
2392,0.0072,RB,85.0,49271847500000.0
2393,0.0072,RB,100.0,54259970000000.0
2394,0.0076,FT5,85.0,81789923188405.8
2395,0.0076,FT5,100.0,100229316666666.67
2396,0.0076,PTP,85.0,65588590000000.0
2397,0.0076,PTP,100.0,104148374800000.0
2398,0.0076,RB,85.0,49770975000000.0
2399,0.0076,RB,100.0,54727740000000.0
2400,0.008,FT5,85.0,81324956521739.12
2401,0.008,FT5,100.0,98875831250000.0
2402,0.008,PTP,85.0,67530690000000.0
2403,0.008,PTP,100.0,105694999600000.0
2404,0.008,RB,85.0,50262340000000.0
2405,0.008,RB,100.0,55200365000000.0
2406,0.0084,FT5,85.0,80936351449275.36
2407,0.0084,FT5,100.0,97668477083333.33
2408,0.0084,PTP,85.0,69395500000000.0
2409,0.0084,PTP,100.0,107205111600000.0
2410,0.0084,RB,85.0,50727322500000.0
2411,0.0084,RB,100.0,55658285000000.0
2412,0.0088,FT5,85.0,80996330434782.61
2413,0.0088,FT5,100.0,97283750000000.0
2414,0.0088,PTP,85.0,70777570000000.0
2415,0.0088,PTP,100.0,108504300800000.0
2416,0.0088,RB,85.0,51209752500000.0
2417,0.0088,RB,100.0,56149185000000.0
2418,0.0092,FT5,85.0,81810402898550.72
2419,0.0092,FT5,100.0,98278095833333.33
2420,0.0092,PTP,85.0,71333990000000.0
2421,0.0092,PTP,100.0,109440656000000.0
2422,0.0092,RB,85.0,51747360000000.0
2423,0.0092,RB,100.0,56713480000000.0
2424,0.0096,FT5,85.0,82968019565217.39
2425,0.0096,FT5,100.0,99908895833333.33
2426,0.0096,PTP,85.0,71488600000000.0
2427,0.0096,PTP,100.0,110187762800000.0
2428,0.0096,RB,85.0,52295677500000.0
2429,0.0096,RB,100.0,57304965000000.0
2430,0.01,FT5,85.0,84169518115942.03
2431,0.01,FT5,100.0,101601162500000.0
2432,0.01,PTP,85.0,71653550000000.0
2433,0.01,PTP,100.0,110965512800000.0
2434,0.01,RB,85.0,52849535000000.0
2435,0.01,RB,100.0,57919690000000.0
2436,0.0105,FT5,85.0,85474497826086.95
2437,0.0105,FT5,100.0,103441047916666.67
2438,0.0105,PTP,85.0,71829360000000.0
2439,0.0105,PTP,100.0,111805202400000.0
2440,0.0105,RB,85.0,53436730000000.0
2441,0.0105,RB,100.0,58586320000000.0
2442,0.011,FT5,85.0,86676664492753.62
2443,0.011,FT5,100.0,105096500000000.0
2444,0.011,PTP,85.0,71943680000000.0
2445,0.011,PTP,100.0,112506212400000.0
2446,0.011,RB,85.0,54022600000000.0
2447,0.011,RB,100.0,59262995000000.0
2448,0.0115,FT5,85.0,87320977536231.89
2449,0.0115,FT5,100.0,105976852083333.33
2450,0.0115,PTP,85.0,71886060000000.0
2451,0.0115,PTP,100.0,112748702800000.0
2452,0.0115,RB,85.0,54341505000000.0
2453,0.0115,RB,100.0,59647440000000.0
2454,0.012,FT5,85.0,87265507971014.5
2455,0.012,FT5,100.0,106044395833333.33
2456,0.012,PTP,85.0,71650160000000.0
2457,0.012,PTP,100.0,112535849600000.0
2458,0.012,RB,85.0,54122170000000.0
2459,0.012,RB,100.0,59429230000000.0
2460,0.01275,FT5,85.0,86869114492753.62
2461,0.01275,FT5,100.0,105774775000000.0
2462,0.01275,PTP,85.0,71303860000000.0
2463,0.01275,PTP,100.0,112104687200000.0
2464,0.01275,RB,85.0,53569375000000.0
2465,0.01275,RB,100.0,58832780000000.0
2466,0.0135,FT5,85.0,86436300724637.69
2467,0.0135,FT5,100.0,105465700000000.0
2468,0.0135,PTP,85.0,70924660000000.0
2469,0.0135,PTP,100.0,111625964400000.0
2470,0.0135,RB,85.0,52991957500000.0
2471,0.0135,RB,100.0,58201400000000.0
2472,0.01425,FT5,85.0,86032823913043.48
2473,0.01425,FT5,100.0,105176356250000.0
2474,0.01425,PTP,85.0,70568560000000.0
2475,0.01425,PTP,100.0,111176708000000.0
2476,0.01425,RB,85.0,52461190000000.0
2477,0.01425,RB,100.0,57612275000000.0
2478,0.015,FT5,85.0,85680358695652.17
2479,0.015,FT5,100.0,104757777083333.33
2480,0.015,PTP,85.0,70008850000000.0
2481,0.015,PTP,100.0,110467995200000.0
2482,0.015,RB,85.0,52471377500000.0
2483,0.015,RB,100.0,57609595000000.0
2484,0.016,FT5,85.0,85431680434782.61
2485,0.016,FT5,100.0,104040954166666.67
2486,0.016,PTP,85.0,68988240000000.0
2487,0.016,PTP,100.0,109161358000000.0
2488,0.016,RB,85.0,53683320000000.0
2489,0.016,RB,100.0,58922265000000.0
2490,0.017,FT5,85.0,85340610144927.53
2491,0.017,FT5,100.0,103230320833333.33
2492,0.017,PTP,85.0,67769770000000.0
2493,0.017,PTP,100.0,107591306000000.0
2494,0.017,RB,85.0,55752322500000.0
2495,0.017,RB,100.0,61167715000000.0
2496,0.018,FT5,85.0,85788336231884.06
2497,0.018,FT5,100.0,103121852083333.33
2498,0.018,PTP,85.0,67138470000000.0
2499,0.018,PTP,100.0,106851788800000.0
2500,0.018,RB,85.0,57982542500000.0
2501,0.018,RB,100.0,63577215000000.0
2502,0.019,FT5,85.0,87574954347826.1
2503,0.019,FT5,100.0,104903810416666.67
2504,0.019,PTP,85.0,68088260000000.0
2505,0.019,PTP,100.0,108378288400000.0
2506,0.019,RB,85.0,60189600000000.0
2507,0.019,RB,100.0,65950580000000.0
2508,0.02,FT5,85.0,90693647101449.28
2509,0.02,FT5,100.0,108561572916666.67
2510,0.02,PTP,85.0,70599730000000.0
2511,0.02,PTP,100.0,112143993600000.0
2512,0.02,RB,85.0,62375997500000.0
2513,0.02,RB,100.0,68290830000000.0
2514,0.021,FT5,85.0,94234889855072.47
2515,0.021,FT5,100.0,112819202083333.33
2516,0.021,PTP,85.0,73619970000000.0
2517,0.021,PTP,100.0,116631385600000.0
2518,0.021,RB,85.0,64542957500000.0
2519,0.021,RB,100.0,70595345000000.0
2520,0.022,FT5,85.0,97740550724637.69
2521,0.022,FT5,100.0,117034652083333.33
2522,0.022,PTP,85.0,76619870000000.0
2523,0.022,PTP,100.0,121078305200000.0
2524,0.022,RB,85.0,66691695000000.0
2525,0.022,RB,100.0,72863900000000.0
2526,0.023,FT5,85.0,101212544927536.23
2527,0.023,FT5,100.0,121210197916666.67
2528,0.023,PTP,85.0,79600530000000.0
2529,0.023,PTP,100.0,125486967200000.0
2530,0.023,RB,85.0,68823575000000.0
2531,0.023,RB,100.0,75098635000000.0
2532,0.024,FT5,85.0,104459223188405.8
2533,0.024,FT5,100.0,125151985416666.67
2534,0.024,PTP,85.0,82505480000000.0
2535,0.024,PTP,100.0,129753514400000.0
2536,0.024,RB,85.0,70649612500000.0
2537,0.024,RB,100.0,76981470000000.0
2538,0.0255,FT5,85.0,106027165217391.3
2539,0.0255,FT5,100.0,127214950000000.0
2540,0.0255,PTP,85.0,84399090000000.0
2541,0.0255,PTP,100.0,132432304000000.0
2542,0.0255,RB,85.0,70811662500000.0
2543,0.0255,RB,100.0,77022020000000.0
2544,0.027,FT5,85.0,105039576811594.2
2545,0.027,FT5,100.0,126335487500000.0
2546,0.027,PTP,85.0,84505330000000.0
2547,0.027,PTP,100.0,132383605600000.0
2548,0.027,RB,85.0,68831392500000.0
2549,0.027,RB,100.0,74705530000000.0
2550,0.028,FT5,85.0,102973018840579.7
2551,0.028,FT5,100.0,124188691666666.67
2552,0.028,PTP,85.0,83796140000000.0
2553,0.028,PTP,100.0,131108664800000.0
2554,0.028,RB,85.0,66061847500000.0
2555,0.028,RB,100.0,71528510000000.0
2556,0.03,FT5,85.0,100582647101449.28
2557,0.03,FT5,100.0,121691139583333.33
2558,0.03,PTP,85.0,82966030000000.0
2559,0.03,PTP,100.0,129616943600000.0
2560,0.03,RB,85.0,62889607500000.0
2561,0.03,RB,100.0,67921710000000.0
2562,0.032,FT5,85.0,97989529710144.92
2563,0.032,FT5,100.0,118956952083333.33
2564,0.032,PTP,85.0,82024810000000.0
2565,0.032,PTP,100.0,127938620000000.0
2566,0.032,RB,85.0,59534090000000.0
2567,0.032,RB,100.0,64128210000000.0
2568,0.034,FT5,85.0,95632925362318.84
2569,0.034,FT5,100.0,116454464583333.33
2570,0.034,PTP,85.0,81152110000000.0
2571,0.034,PTP,100.0,126385746800000.0
2572,0.034,RB,85.0,56556110000000.0
2573,0.034,RB,100.0,60761440000000.0
2574,0.036,FT5,85.0,93563485507246.38
2575,0.036,FT5,100.0,114263245833333.33
2576,0.036,PTP,85.0,80353180000000.0
2577,0.036,PTP,100.0,124964921200000.0
2578,0.036,RB,85.0,54023145000000.0
2579,0.036,RB,100.0,57890400000000.0
2580,0.038,FT5,85.0,92081521739130.44
2581,0.038,FT5,100.0,112790366666666.67
2582,0.038,PTP,85.0,79675470000000.0
2583,0.038,PTP,100.0,123751468400000.0
2584,0.038,RB,85.0,52382432500000.0
2585,0.038,RB,100.0,55987695000000.0
2586,0.04,FT5,85.0,91293551449275.36
2587,0.04,FT5,100.0,112212568750000.0
2588,0.04,PTP,85.0,79123920000000.0
2589,0.04,PTP,100.0,122745308400000.0
2590,0.04,RB,85.0,51794407500000.0
2591,0.04,RB,100.0,55215985000000.0
2592,0.0425,FT5,85.0,90760710869565.22
2593,0.0425,FT5,100.0,111989550000000.0
2594,0.0425,PTP,85.0,78591380000000.0
2595,0.0425,PTP,100.0,121766071200000.0
2596,0.0425,RB,85.0,51621570000000.0
2597,0.0425,RB,100.0,54890270000000.0
2598,0.045,FT5,85.0,90216575362318.84
2599,0.045,FT5,100.0,111748660416666.67
2600,0.045,PTP,85.0,78048650000000.0
2601,0.045,PTP,100.0,120773373200000.0
2602,0.045,RB,85.0,51435902500000.0
2603,0.045,RB,100.0,54557240000000.0
2604,0.0475,FT5,85.0,89366431159420.3
2605,0.0475,FT5,100.0,110525089583333.33
2606,0.0475,PTP,85.0,77642670000000.0
2607,0.0475,PTP,100.0,120144786800000.0
2608,0.0475,RB,85.0,51749410000000.0
2609,0.0475,RB,100.0,54785330000000.0
2610,0.05,FT5,85.0,88831619565217.39
2611,0.05,FT5,100.0,108878060416666.67
2612,0.05,PTP,85.0,77832710000000.0
2613,0.05,PTP,100.0,120701046800000.0
2614,0.05,RB,85.0,53180520000000.0
2615,0.05,RB,100.0,56260680000000.0
2616,0.0525,FT5,85.0,90676577536231.89
2617,0.0525,FT5,100.0,110568850000000.0
2618,0.0525,PTP,85.0,79111360000000.0
2619,0.0525,PTP,100.0,123000432800000.0
2620,0.0525,RB,85.0,55461127500000.0
2621,0.0525,RB,100.0,58692880000000.0
2622,0.055,FT5,85.0,94859731884057.97
2623,0.055,FT5,100.0,115965056250000.0
2624,0.055,PTP,85.0,81329440000000.0
2625,0.055,PTP,100.0,126718264000000.0
2626,0.055,RB,85.0,57956782500000.0
2627,0.055,RB,100.0,61367025000000.0
2628,0.0575,FT5,85.0,99370068115942.03
2629,0.0575,FT5,100.0,121950970833333.33
2630,0.0575,PTP,85.0,84018890000000.0
2631,0.0575,PTP,100.0,131261564400000.0
2632,0.0575,RB,85.0,60173485000000.0
2633,0.0575,RB,100.0,63700075000000.0
2634,0.06,FT5,85.0,103669308695652.17
2635,0.06,FT5,100.0,127703802083333.33
2636,0.06,PTP,85.0,87051750000000.0
2637,0.06,PTP,100.0,136470272800000.0
2638,0.06,RB,85.0,62053242500000.0
2639,0.06,RB,100.0,65617635000000.0
2640,0.063,FT5,85.0,108222468115942.03
2641,0.063,FT5,100.0,133838554166666.67
2642,0.063,PTP,85.0,90414930000000.0
2643,0.063,PTP,100.0,142286757200000.0
2644,0.063,RB,85.0,63923905000000.0
2645,0.063,RB,100.0,67506095000000.0
2646,0.066,FT5,85.0,112532872463768.11
2647,0.066,FT5,100.0,139625179166666.67
2648,0.066,PTP,85.0,93628540000000.0
2649,0.066,PTP,100.0,147940650400000.0
2650,0.066,RB,85.0,66175912500000.0
2651,0.066,RB,100.0,69809370000000.0
2652,0.069,FT5,85.0,115850571014492.75
2653,0.069,FT5,100.0,144009050000000.0
2654,0.069,PTP,85.0,96213830000000.0
2655,0.069,PTP,100.0,152694854000000.0
2656,0.069,RB,85.0,69100702500000.0
2657,0.069,RB,100.0,72845860000000.0
2658,0.072,FT5,85.0,119303987681159.42
2659,0.072,FT5,100.0,148402991666666.66
2660,0.072,PTP,85.0,99061370000000.0
2661,0.072,PTP,100.0,157620635600000.0
2662,0.072,RB,85.0,71121955000000.0
2663,0.072,RB,100.0,74938160000000.0
2664,0.076,FT5,85.0,120326604347826.1
2665,0.076,FT5,100.0,149637662500000.0
2666,0.076,PTP,85.0,100522050000000.0
2667,0.076,PTP,100.0,159427509200000.0
2668,0.076,RB,85.0,67561172500000.0
2669,0.076,RB,100.0,71162250000000.0
2670,0.08,FT5,85.0,110598125362318.84
2671,0.08,FT5,100.0,136646566666666.67
2672,0.08,PTP,85.0,93681540000000.0
2673,0.08,PTP,100.0,147393679600000.0
2674,0.08,RB,85.0,57936895000000.0
2675,0.08,RB,100.0,61042755000000.0
2676,0.084,FT5,85.0,94867624637681.16
2677,0.084,FT5,100.0,115493287500000.0
2678,0.084,PTP,85.0,81460580000000.0
2679,0.084,PTP,100.0,126979989200000.0
2680,0.084,RB,85.0,50204822500000.0
2681,0.084,RB,100.0,52931665000000.0
2682,0.088,FT5,85.0,86369058695652.17
2683,0.088,FT5,100.0,104346516666666.67
2684,0.088,PTP,85.0,74985660000000.0
2685,0.088,PTP,100.0,115859399200000.0
2686,0.088,RB,85.0,48342115000000.0
2687,0.088,RB,100.0,50977795000000.0
2688,0.092,FT5,85.0,85827313043478.27
2689,0.092,FT5,100.0,103858650000000.0
2690,0.092,PTP,85.0,75026050000000.0
2691,0.092,PTP,100.0,115265705200000.0
2692,0.092,RB,85.0,49592347500000.0
2693,0.092,RB,100.0,52286460000000.0
2694,0.096,FT5,85.0,90349370289855.08
2695,0.096,FT5,100.0,109398308333333.33
2696,0.096,PTP,85.0,78787700000000.0
2697,0.096,PTP,100.0,121021461600000.0
2698,0.096,RB,85.0,52661200000000.0
2699,0.096,RB,100.0,55504005000000.0
2700,0.1,FT5,85.0,98522353623188.4
2701,0.1,FT5,100.0,119422458333333.33
2702,0.1,PTP,85.0,85355320000000.0
2703,0.1,PTP,100.0,131507630000000.0
2704,0.1,RB,85.0,57009870000000.0
2705,0.1,RB,100.0,60064400000000.0
2706,0.105,FT5,85.0,108397061594202.9
2707,0.105,FT5,100.0,131615535416666.67
2708,0.105,PTP,85.0,93285580000000.0
2709,0.105,PTP,100.0,144247585200000.0
2710,0.105,RB,85.0,62052455000000.0
2711,0.105,RB,100.0,65352485000000.0
2712,0.11,FT5,85.0,118947298550724.64
2713,0.11,FT5,100.0,144674418750000.0
2714,0.11,PTP,85.0,101681280000000.0
2715,0.11,PTP,100.0,157809233600000.0
2716,0.11,RB,85.0,67349095000000.0
2717,0.11,RB,100.0,70904300000000.0
2718,0.115,FT5,85.0,127617178985507.25
2719,0.115,FT5,100.0,155392906250000.0
2720,0.115,PTP,85.0,108267960000000.0
2721,0.115,PTP,100.0,168625402000000.0
2722,0.115,RB,85.0,71743225000000.0
2723,0.115,RB,100.0,75498080000000.0
2724,0.12,FT5,85.0,133315626811594.2
2725,0.12,FT5,100.0,162312662500000.0
2726,0.12,PTP,85.0,111863380000000.0
2727,0.12,PTP,100.0,174895442000000.0
2728,0.12,RB,85.0,74970622500000.0
2729,0.12,RB,100.0,78846555000000.0
2730,0.1275,FT5,85.0,138233165942028.98
2731,0.1275,FT5,100.0,168152931250000.0
2732,0.1275,PTP,85.0,114322780000000.0
2733,0.1275,PTP,100.0,179557934400000.0
2734,0.1275,RB,85.0,78083995000000.0
2735,0.1275,RB,100.0,82055410000000.0
2736,0.135,FT5,85.0,142814578260869.56
2737,0.135,FT5,100.0,173545783333333.34
2738,0.135,PTP,85.0,116735720000000.0
2739,0.135,PTP,100.0,183979663600000.0
2740,0.135,RB,85.0,80949915000000.0
2741,0.135,RB,100.0,85011870000000.0
2742,0.1425,FT5,85.0,145240663043478.25
2743,0.1425,FT5,100.0,176287918750000.0
2744,0.1425,PTP,85.0,118563690000000.0
2745,0.1425,PTP,100.0,186753755200000.0
2746,0.1425,RB,85.0,82313277500000.0
2747,0.1425,RB,100.0,86438605000000.0
2748,0.15,FT5,85.0,145549418840579.72
2749,0.15,FT5,100.0,176433508333333.34
2750,0.15,PTP,85.0,119934480000000.0
2751,0.15,PTP,100.0,188024946400000.0
2752,0.15,RB,85.0,82159390000000.0
2753,0.15,RB,100.0,86324250000000.0
2754,0.16,FT5,85.0,145108071014492.75
2755,0.16,FT5,100.0,175644806250000.0
2756,0.16,PTP,85.0,121252440000000.0
2757,0.16,PTP,100.0,188855930000000.0
2758,0.16,RB,85.0,81437662500000.0
2759,0.16,RB,100.0,85634080000000.0
2760,0.17,FT5,85.0,145263550000000.0
2761,0.17,FT5,100.0,175638695833333.34
2762,0.17,PTP,85.0,122917590000000.0
2763,0.17,PTP,100.0,190379908400000.0
2764,0.17,RB,85.0,80954717500000.0
2765,0.17,RB,100.0,85188140000000.0
2766,0.18,FT5,85.0,147274802173913.03
2767,0.18,FT5,100.0,178056612500000.0
2768,0.18,PTP,85.0,125514470000000.0
2769,0.18,PTP,100.0,193907943200000.0
2770,0.18,RB,85.0,81298497500000.0
2771,0.18,RB,100.0,85592335000000.0
2772,0.19,FT5,85.0,151021455797101.44
2773,0.19,FT5,100.0,182715166666666.66
2774,0.19,PTP,85.0,128985240000000.0
2775,0.19,PTP,100.0,199297005200000.0
2776,0.19,RB,85.0,82437767500000.0
2777,0.19,RB,100.0,86816235000000.0
2778,0.2,FT5,85.0,155249692753623.2
2779,0.2,FT5,100.0,187991083333333.34
2780,0.2,PTP,85.0,132670820000000.0
2781,0.2,PTP,100.0,205176652000000.0
2782,0.2,RB,85.0,83809627500000.0
2783,0.2,RB,100.0,88278055000000.0
2784,0.21,FT5,85.0,159383272463768.12
2785,0.21,FT5,100.0,193152164583333.34
2786,0.21,PTP,85.0,136274440000000.0
2787,0.21,PTP,100.0,210931198000000.0
2788,0.21,RB,85.0,85137427500000.0
2789,0.21,RB,100.0,89691980000000.0
2790,0.22,FT5,85.0,163428680434782.6
2791,0.22,FT5,100.0,198206375000000.0
2792,0.22,PTP,85.0,139801730000000.0
2793,0.22,PTP,100.0,216569156000000.0
2794,0.22,RB,85.0,86424085000000.0
2795,0.22,RB,100.0,91061680000000.0
2796,0.23,FT5,85.0,167237723913043.47
2797,0.23,FT5,100.0,202932475000000.0
2798,0.23,PTP,85.0,143103450000000.0
2799,0.23,PTP,100.0,221877412000000.0
2800,0.23,RB,85.0,87569840000000.0
2801,0.23,RB,100.0,92277870000000.0
2802,0.24,FT5,85.0,170842527536231.88
2803,0.24,FT5,100.0,207263510416666.66
2804,0.24,PTP,85.0,146148170000000.0
2805,0.24,PTP,100.0,226881804000000.0
2806,0.24,RB,85.0,88433277500000.0
2807,0.24,RB,100.0,93181310000000.0
2808,0.255,FT5,85.0,174506950724637.7
2809,0.255,FT5,100.0,211495179166666.66
2810,0.255,PTP,85.0,149146750000000.0
2811,0.255,PTP,100.0,231948900000000.0
2812,0.255,RB,85.0,89036055000000.0
2813,0.255,RB,100.0,93793830000000.0
2814,0.27,FT5,85.0,177860222463768.12
2815,0.27,FT5,100.0,215307587500000.0
2816,0.27,PTP,85.0,151856280000000.0
2817,0.27,PTP,100.0,236586036000000.0
2818,0.27,RB,85.0,89473660000000.0
2819,0.27,RB,100.0,94227905000000.0
2820,0.28,FT5,85.0,181098589855072.47
2821,0.28,FT5,100.0,219024366666666.66
2822,0.28,PTP,85.0,154507700000000.0
2823,0.28,PTP,100.0,241122652000000.0
2824,0.28,RB,85.0,90019347500000.0
2825,0.28,RB,100.0,94775075000000.0
2826,0.3,FT5,85.0,185182678260869.56
2827,0.3,FT5,100.0,224213566666666.66
2828,0.3,PTP,85.0,158028100000000.0
2829,0.3,PTP,100.0,246999516000000.0
2830,0.3,RB,85.0,91129317500000.0
2831,0.3,RB,100.0,95906980000000.0
2832,0.32,FT5,85.0,189946369565217.4
2833,0.32,FT5,100.0,231112250000000.0
2834,0.32,PTP,85.0,162363200000000.0
2835,0.32,PTP,100.0,253976604000000.0
2836,0.32,RB,85.0,92891100000000.0
2837,0.32,RB,100.0,97713530000000.0
2838,0.34,FT5,85.0,194734783333333.34
2839,0.34,FT5,100.0,238489562500000.0
2840,0.34,PTP,85.0,166822800000000.0
2841,0.34,PTP,100.0,261020576000000.0
2842,0.34,RB,85.0,94876895000000.0
2843,0.34,RB,100.0,99751265000000.0
2844,0.36,FT5,85.0,195841181159420.28
2845,0.36,FT5,100.0,241150791666666.66
2846,0.36,PTP,85.0,168287800000000.0
2847,0.36,PTP,100.0,263524068000000.0
2848,0.36,RB,85.0,95600230000000.0
2849,0.36,RB,100.0,100502990000000.0
2850,0.38,FT5,85.0,189018228260869.56
2851,0.38,FT5,100.0,233417604166666.66
2852,0.38,PTP,85.0,163105000000000.0
2853,0.38,PTP,100.0,255941340000000.0
2854,0.38,RB,85.0,93883405000000.0
2855,0.38,RB,100.0,98772385000000.0
2856,0.4,FT5,85.0,174137218840579.72
2857,0.4,FT5,100.0,214722554166666.66
2858,0.4,PTP,85.0,150482510000000.0
2859,0.4,PTP,100.0,236792932000000.0
2860,0.4,RB,85.0,90306152500000.0
2861,0.4,RB,100.0,95095675000000.0
2862,0.425,FT5,85.0,161010757246376.8
2863,0.425,FT5,100.0,198336693750000.0
2864,0.425,PTP,85.0,139230290000000.0
2865,0.425,PTP,100.0,219609146400000.0
2866,0.425,RB,85.0,86427467500000.0
2867,0.425,RB,100.0,90958890000000.0
2868,0.45,FT5,85.0,168057712318840.6
2869,0.45,FT5,100.0,207936960416666.66
2870,0.45,PTP,85.0,146168680000000.0
2871,0.45,PTP,100.0,230379546400000.0
2872,0.45,RB,85.0,86154255000000.0
2873,0.45,RB,100.0,90497455000000.0
2874,0.475,FT5,85.0,191943967391304.34
2875,0.475,FT5,100.0,237664050000000.0
2876,0.475,PTP,85.0,167296000000000.0
2877,0.475,PTP,100.0,262654608000000.0
2878,0.475,RB,85.0,90316402500000.0
2879,0.475,RB,100.0,94777550000000.0
2880,0.5,FT5,85.0,211967550724637.7
2881,0.5,FT5,100.0,261707395833333.34
2882,0.5,PTP,85.0,184194300000000.0
2883,0.5,PTP,100.0,288357036000000.0
2884,0.5,RB,85.0,93151942500000.0
2885,0.5,RB,100.0,97589055000000.0
2886,0.525,FT5,85.0,220970326086956.53
2887,0.525,FT5,100.0,272308458333333.34
2888,0.525,PTP,85.0,192177800000000.0
2889,0.525,PTP,100.0,300225684000000.0
2890,0.525,RB,85.0,91423027500000.0
2891,0.525,RB,100.0,95551795000000.0
2892,0.55,FT5,85.0,224308615942029.0
2893,0.55,FT5,100.0,275831687500000.0
2894,0.55,PTP,85.0,195642100000000.0
2895,0.55,PTP,100.0,304767580000000.0
2896,0.55,RB,85.0,87611067500000.0
2897,0.55,RB,100.0,91653590000000.0
2898,0.575,FT5,85.0,230091942028985.5
2899,0.575,FT5,100.0,282685791666666.7
2900,0.575,PTP,85.0,200131100000000.0
2901,0.575,PTP,100.0,311310620000000.0
2902,0.575,RB,85.0,84043345000000.0
2903,0.575,RB,100.0,88127045000000.0
2904,0.6,FT5,85.0,240275673913043.47
2905,0.6,FT5,100.0,295708312500000.0
2906,0.6,PTP,85.0,208043300000000.0
2907,0.6,PTP,100.0,323867724000000.0
2908,0.6,RB,85.0,79520520000000.0
2909,0.6,RB,100.0,83421145000000.0
2910,0.63,FT5,85.0,250969130434782.6
2911,0.63,FT5,100.0,309269583333333.3
2912,0.63,PTP,85.0,217706200000000.0
2913,0.63,PTP,100.0,338978688000000.0
2914,0.63,RB,85.0,78093815000000.0
2915,0.63,RB,100.0,82046965000000.0
